obs_id,tdd
2113,73
2114,58
2115,59
2116,177
2117,107
2118,87
2119,98
2120,57
2121,169
2122,126
2123,125
2124,62
2125,91
2126,145
2127,72
2128,101
2129,74
2130,86
2131,156
2132,189
2133,136
2134,46
2135,162
2136,172
2137,116
2138,146
2139,95
2140,115
2141,117
2142,58
2143,94
2144,62
2145,180
2146,101
2147,132
2148,164
2149,115
2150,87
2151,169
2152,117
2153,117
2154,113
2155,58
2156,126
2157,153
2158,170
2159,86
2160,90
2161,135
2162,118
2163,104
2164,73
2165,127
2166,117
2167,157
2168,28
2169,184
2170,178
2171,99
2172,86
2173,100
2174,33
2175,26
2176,41
2177,146
2178,146
2179,120
2180,138
2181,155
2182,72
2183,113
2184,184
2185,85
2186,66
2187,154
2188,145
2189,137
2190,180
2191,163
2192,148
2193,146
2194,166
2195,164
2196,82
2197,83
2198,85
2199,45
2200,157
2201,124
2202,72
2203,74
2204,141
2205,126
2206,28
2207,102
2208,114
2209,73
2210,43
2211,171
2212,101
2213,119
2214,184
2215,171
2216,71
2217,135
2218,168
2219,116
2220,117
2221,136
2222,155
2223,73
2224,177
2225,165
2226,72
2227,86
2228,148
2229,135
2230,115
2231,40
2232,29
2233,112
2234,136
2235,158
2236,178
2237,171
2238,72
2239,146
2240,158
2241,38
2242,127
2243,126
2244,175
2245,154
2246,93
2247,124
2248,119
2249,101
2250,73
2251,184
2252,158
2253,72
2254,135
2255,127
2256,182
2257,126
2258,179
2259,136
2260,124
2261,147
2262,40
2263,40
2264,165
2265,162
2266,177
2267,96
2268,172
2269,166
2270,162
2271,113
2272,143
2273,72
2274,118
2275,146
2276,138
2277,180
2278,175
2279,186
2280,163
2281,87
2282,169
2283,148
2284,169
2285,47
2286,172
2287,171
2288,94
2289,147
2290,155
2291,107
2292,125
2293,116
2294,184
2295,95
2296,75
2297,114
2298,177
2299,162
2300,103
2301,137
2302,181
2303,76
2304,135
2305,172
2306,137
2307,177
2308,136
2309,138
2310,157
2311,154
2312,169
2313,145
2314,67
2315,174
2316,186
2317,72
2318,118
2319,92
2320,126
2321,116
2322,125
2323,102
2324,72
2325,57
2326,92
2327,154
2328,43
2329,90
2330,77
2331,154
2332,145
2333,186
2334,66
2335,156
2336,61
2337,128
2338,147
2339,113
2340,76
2341,185
2342,75
2343,114
2344,124
2345,174
2346,124
2347,162
2348,82
2349,165
2350,92
2351,146
2352,171
2353,75
2354,171
2355,155
2356,102
2357,56
2358,178
2359,24
2360,159
2361,61
2362,137
2363,79
2364,155
2365,82
2366,115
2367,62
2368,157
2369,155
2370,73
2371,146
2372,155
2373,136
2374,135
2375,138
2376,164
2377,59
2378,86
2379,158
2380,126
2381,115
2382,56
2383,155
2384,159
2385,27
2386,184
2387,62
2388,58
2389,136
2390,101
2391,145
2392,146
2393,112
2394,82
2395,155
2396,24
2397,127
2398,138
2399,45
2400,147
2401,136
2402,154
2403,154
2404,73
2405,85
2406,58
2407,131
2408,154
2409,117
2410,154
2411,37
2412,80
2413,89
2414,109
2415,158
2416,142
2417,139
2418,179
2419,171
2420,101
2421,94
2422,162
2423,170
2424,171
2425,172
2426,61
2427,170
2428,171
2429,113
2430,84
2431,159
2432,43
2433,115
2434,43
2435,103
2436,130
2437,104
2438,149
2439,174
2440,184
2441,165
2442,39
2443,157
2444,113
2445,157
2446,57
2447,102
2448,48
2449,43
2450,148
2451,138
2452,39
2453,170
2454,125
2455,145
2456,137
2457,164
2458,38
2459,162
2460,154
2461,74
2462,169
2463,163
2464,184
2465,75
2466,114
2467,137
2468,73
2469,114
2470,86
2471,169
2472,91
2473,75
2474,128
2475,148
2476,86
2477,121
2478,138
2479,136
2480,104
2481,162
2482,184
2483,135
2484,101
2485,155
2486,157
2487,147
2488,140
2489,104
2490,171
2491,156
2492,59
2493,59
2494,155
2495,57
2496,137
2497,74
2498,145
2499,41
2500,71
2501,116
2502,26
2503,178
2504,84
2505,58
2506,64
2507,66
2508,115
2509,159
2510,99
2511,165
2512,85
2513,181
2514,154
2515,87
2516,88
2517,65
2518,169
2519,71
2520,172
2521,73
2522,77
2523,145
2524,148
2525,184
2526,58
2527,163
2528,145
2529,44
2530,145
2531,119
2532,156
2533,162
2534,134
2535,145
2536,137
2537,103
2538,38
2539,89
2540,19
2541,165
2542,60
2543,184
2544,124
2545,157
2546,90
2547,75
2548,176
2549,120
2550,185
2551,169
2552,165
2553,102
2554,145
2555,125
2556,138
2557,145
2558,180
2559,113
2560,185
2561,154
2562,102
2563,135
2564,153
2565,140
2566,156
2567,155
2568,164
2569,164
2570,169
2571,171
2572,148
2573,127
2574,90
2575,169
2576,167
2577,26
2578,74
2579,176
2580,41
2581,164
2582,106
2583,125
2584,139
2585,177
2586,145
2587,38
2588,75
2589,172
2590,88
2591,116
2592,73
2593,102
2594,40
2595,154
2596,142
2597,117
2598,155
2599,145
2600,75
2601,113
2602,59
2603,19
2604,115
2605,146
2606,149
2607,184
2608,74
2609,62
2610,74
2611,43
2612,178
2613,148
2614,137
2615,147
2616,169
2617,117
2618,124
2619,163
2620,21
2621,150
2622,172
2623,71
2624,70
2625,170
2626,172
2627,147
2628,158
2629,140
2630,189
2631,146
2632,140
2633,162
2634,101
2635,145
2636,165
2637,155
2638,173
2639,125
2640,57
2641,43
2642,118
2643,100
2644,73
2645,41
2646,171
2647,126
2648,112
2649,172
2650,145
2651,170
2652,116
2653,172
2654,56
2655,172
2656,59
2657,172
2658,163
2659,84
2660,177
2661,139
2662,185
2663,172
2664,162
2665,88
2666,125
2667,101
2668,121
2669,124
2670,156
2671,66
2672,147
2673,128
2674,71
2675,102
2676,115
2677,146
2678,40
2679,138
2680,88
2681,74
2682,99
2683,145
2684,150
2685,113
2686,170
2687,37
2688,145
2689,162
2690,181
2691,175
2692,136
2693,45
2694,79
2695,127
2696,138
2697,77
2698,115
2699,43
2700,77
2701,184
2702,156
2703,176
2704,162
2705,159
2706,78
2707,101
2708,73
2709,48
2710,181
2711,179
2712,80
2713,184
2714,146
2715,8
2716,1
2717,120
2718,123
2719,113
2720,58
2721,46
2722,146
2723,72
2724,109
2725,75
2726,108
2727,130
2728,171
2729,174
2730,138
2731,103
2732,115
2733,171
2734,31
2735,181
2736,140
2737,152
2738,157
2739,159
2740,57
2741,165
2742,120
2743,119
2744,67
2745,146
2746,171
2747,89
2748,43
2749,102
2750,172
2751,150
2752,41
2753,157
2754,175
2755,63
2756,164
2757,129
2758,169
2759,127
2760,128
2761,126
2762,138
2763,60
2764,86
2765,166
2766,184
2767,156
2768,164
2769,170
2770,170
2771,128
2772,62
2773,115
2774,115
2775,137
2776,136
2777,185
2778,57
2779,43
2780,106
2781,73
2782,103
2783,184
2784,154
2785,154
2786,155
2787,157
2788,176
2789,57
2790,145
2791,91
2792,46
2793,141
2794,116
2795,115
2796,43
2797,147
2798,75
2799,155
2800,150
2801,157
2802,57
2803,172
2804,155
2805,102
2806,101
2807,132
2808,154
2809,145
2810,151
2811,124
2812,145
2813,160
2814,169
2815,157
2816,76
2817,136
2818,162
2819,19
2820,171
2821,94
2822,156
2823,99
2824,60
2825,172
2826,21
2827,114
2828,173
2829,175
2830,170
2831,121
2832,137
2833,172
2834,131
2835,156
2836,185
2837,89
2838,178
2839,146
2840,95
2841,121
2842,106
2843,59
2844,155
2845,146
2846,67
2847,59
2848,163
2849,56
2850,162
2851,145
2852,28
2853,85
2854,145
2855,117
2856,154
2857,48
2858,75
2859,140
2860,188
2861,162
2862,135
2863,85
2864,58
2865,183
2866,69
2867,48
2868,86
2869,158
2870,164
2871,137
2872,162
2873,172
2874,57
2875,172
2876,103
2877,77
2878,19
2879,180
2880,61
2881,113
2882,74
2883,65
2884,113
2885,156
2886,155
2887,157
2888,71
2889,65
2890,76
2891,61
2892,72
2893,156
2894,62
2895,116
2896,138
2897,71
2898,26
2899,104
2900,169
2901,26
2902,121
2903,158
2904,121
2905,37
2906,125
2907,186
2908,175
2909,183
2910,26
2911,170
2912,126
2913,103
2914,162
2915,156
2916,40
2917,149
2918,84
2919,124
2920,85
2921,129
2922,173
2923,47
2924,84
2925,99
2926,73
2927,100
2928,154
2929,83
2930,138
2931,175
2932,109
2933,154
2934,146
2935,22
2936,102
2937,186
2938,115
2939,169
2940,167
2941,186
2942,78
2943,146
2944,77
2945,52
2946,155
2947,56
2948,184
2949,109
2950,159
2951,169
2952,157
2953,163
2954,172
2955,159
2956,122
2957,77
2958,30
2959,102
2960,126
2961,172
2962,102
2963,65
2964,47
2965,165
2966,135
2967,157
2968,125
2969,135
2970,128
2971,154
2972,135
2973,73
2974,61
2975,88
2976,154
2977,99
2978,29
2979,57
2980,58
2981,71
2982,162
2983,177
2984,114
2985,99
2986,154
2987,61
2988,88
2989,88
2990,158
2991,79
2992,85
2993,61
2994,169
2995,40
