hid,pid,inc,sex,age,job,person_id,ptype_code,household_id,parcel_id
10369,1,21045,1,2,2,12208,6,10369.0,19.0
10370,1,19110,1,3,2,12213,6,10370.0,276.0
10371,1,18740,1,3,2,12218,6,10371.0,344.0
10372,1,17262,1,1,2,12223,6,10372.0,346.0
10373,1,17901,1,2,2,12228,6,10373.0,335.0
10374,1,16958,1,2,2,12233,6,10374.0,345.0
10375,1,16295,1,1,2,12238,6,10375.0,279.0
10376,1,21257,1,2,2,12243,6,10376.0,245.0
10377,1,21919,1,2,2,12248,6,10377.0,331.0
10378,1,15479,1,1,2,12253,6,10378.0,274.0
10379,1,15542,1,3,2,12258,6,10379.0,25.0
10380,1,12968,1,2,2,12263,6,10380.0,457.0
10381,1,18089,1,2,2,12268,6,10381.0,360.0
10382,1,19847,1,1,2,12273,6,10382.0,352.0
10383,1,16582,1,3,2,12278,6,10383.0,257.0
10384,1,18973,1,2,2,12283,6,10384.0,198.0
10385,1,11747,1,3,2,12288,6,10385.0,253.0
10386,1,13935,1,1,2,12293,6,10386.0,195.0
10387,1,12220,1,1,2,12298,6,10387.0,113.0
10388,1,15930,1,2,2,12303,6,10388.0,13.0
10389,1,14211,1,2,2,12308,6,10389.0,18.0
10390,1,13198,1,1,2,12313,6,10390.0,2.0
10391,1,15714,1,2,2,12318,6,10391.0,351.0
10392,1,14585,1,1,2,12323,6,10392.0,296.0
10393,1,14115,1,2,2,12328,6,10393.0,25.0
10394,1,12817,1,2,2,12333,6,10394.0,17.0
10395,1,13656,1,2,2,12338,6,10395.0,301.0
10396,1,21454,1,1,2,12343,6,10396.0,275.0
10397,1,17360,1,3,2,12348,6,10397.0,347.0
10398,1,13984,1,1,2,12353,6,10398.0,297.0
10399,1,13387,1,3,2,12358,6,10399.0,4.0
10400,1,13591,1,3,2,12363,6,10400.0,543.0
10401,1,15572,1,3,2,12368,6,10401.0,189.0
10402,1,16778,1,3,2,12373,6,10402.0,236.0
10403,1,16050,1,2,2,12378,6,10403.0,8.0
10404,1,17121,1,2,2,12383,6,10404.0,371.0
10405,1,12029,1,2,2,12388,6,10405.0,245.0
10406,1,18067,1,1,2,12393,6,10406.0,19.0
10407,1,13973,1,1,2,12398,6,10407.0,257.0
10408,1,18362,1,1,2,12403,6,10408.0,375.0
10409,1,15006,1,3,2,12408,6,10409.0,292.0
10410,1,12497,1,3,2,12413,6,10410.0,253.0
10411,1,10659,1,3,2,12418,6,10411.0,190.0
10412,1,15895,1,1,2,12423,6,10412.0,201.0
10413,1,14198,1,2,2,12428,6,10413.0,543.0
10414,1,17460,1,1,2,12433,6,10414.0,30.0
10415,1,18143,1,2,2,12438,6,10415.0,253.0
10416,1,17043,1,3,2,12443,6,10416.0,373.0
10417,1,17836,1,1,2,12448,6,10417.0,10.0
10418,1,13423,1,3,2,12453,6,10418.0,13.0
10419,1,11976,1,1,2,12458,6,10419.0,56.0
10420,1,20362,1,1,2,12463,6,10420.0,276.0
10421,1,17088,1,1,2,12468,6,10421.0,296.0
10422,1,11163,1,3,2,12473,6,10422.0,331.0
10423,1,17074,1,1,2,12478,6,10423.0,25.0
10424,1,14641,1,2,2,12483,6,10424.0,316.0
10425,1,19207,1,3,2,12488,6,10425.0,113.0
10426,1,16152,1,3,2,12493,6,10426.0,304.0
10427,1,13414,1,1,2,12498,6,10427.0,265.0
10428,1,17309,1,1,2,12503,6,10428.0,380.0
10429,1,19907,1,1,2,12508,6,10429.0,198.0
10430,1,13740,1,2,2,12513,6,10430.0,351.0
10431,1,18988,1,3,2,12518,6,10431.0,301.0
10432,1,9453,1,1,2,12523,6,10432.0,207.0
10433,1,16926,1,2,2,12528,6,10433.0,19.0
10434,1,15214,1,2,2,12533,6,10434.0,190.0
10435,1,12720,1,2,2,12538,6,10435.0,365.0
10436,1,19105,1,3,2,12543,6,10436.0,17.0
10437,1,12160,1,2,2,12548,6,10437.0,235.0
10438,1,17030,1,1,2,12553,6,10438.0,25.0
10439,1,17210,1,2,2,12558,6,10439.0,371.0
10440,1,13566,1,1,2,12563,6,10440.0,304.0
10441,1,17559,1,2,2,12568,6,10441.0,5.0
10442,1,17918,1,3,2,12573,6,10442.0,375.0
10443,1,16501,1,1,2,12578,6,10443.0,190.0
10444,1,18725,1,3,2,12583,6,10444.0,337.0
10445,1,13457,1,2,2,12588,6,10445.0,328.0
10446,1,14074,1,3,2,12593,6,10446.0,349.0
10447,1,11527,1,1,2,12598,6,10447.0,38.0
10448,1,15712,1,1,2,12603,6,10448.0,543.0
10449,1,15104,1,3,2,12608,6,10449.0,286.0
10450,1,15111,1,3,2,12613,6,10450.0,5.0
10451,1,19243,1,2,2,12618,6,10451.0,235.0
10452,1,14003,1,2,2,12623,6,10452.0,191.0
10453,1,13562,1,2,2,12628,6,10453.0,280.0
10454,1,20488,1,3,2,12633,6,10454.0,352.0
10455,1,18772,1,3,2,12638,6,10455.0,346.0
10456,1,20421,1,1,2,12643,6,10456.0,342.0
10457,1,11287,1,3,2,12648,6,10457.0,352.0
10458,1,20640,1,2,2,12653,6,10458.0,276.0
10459,1,10658,1,3,2,12658,6,10459.0,339.0
10460,1,13159,1,2,2,12663,6,10460.0,11.0
10461,1,16782,1,3,2,12668,6,10461.0,265.0
10462,1,16452,1,1,2,12673,6,10462.0,331.0
10463,1,20858,1,2,2,12678,6,10463.0,193.0
10464,1,20494,1,1,2,12683,6,10464.0,354.0
10465,1,9146,1,2,2,12688,6,10465.0,292.0
10466,1,13995,1,1,2,12693,6,10466.0,203.0
10467,1,8800,1,2,2,12698,6,10467.0,4.0
10468,1,17336,1,1,2,12703,6,10468.0,365.0
10469,1,17938,1,2,2,12708,6,10469.0,365.0
10470,1,17805,1,1,2,12713,6,10470.0,327.0
10471,1,15343,1,2,2,12718,6,10471.0,276.0
10472,1,24877,1,2,2,12723,6,10472.0,275.0
10473,1,13707,1,3,2,12728,6,10473.0,296.0
10474,1,15290,1,1,2,12733,6,10474.0,328.0
10475,1,12448,1,2,2,12738,6,10475.0,23.0
10476,1,20170,1,1,2,12743,6,10476.0,348.0
10477,1,20056,1,3,2,12748,6,10477.0,7.0
10478,1,12494,1,3,2,12753,6,10478.0,3.0
10479,1,14174,1,1,2,12758,6,10479.0,22.0
10480,1,15532,1,3,2,12763,6,10480.0,204.0
10481,1,15122,1,1,2,12768,6,10481.0,350.0
10482,1,15175,1,2,2,12773,6,10482.0,265.0
10483,1,18864,1,1,2,12778,6,10483.0,302.0
10484,1,12481,1,1,2,12783,6,10484.0,292.0
10485,1,12814,1,1,2,12788,6,10485.0,360.0
10486,1,14576,1,2,2,12793,6,10486.0,9.0
10487,1,13857,1,2,2,12798,6,10487.0,265.0
10488,1,14926,1,1,2,12803,6,10488.0,3.0
10489,1,17150,1,1,2,12808,6,10489.0,365.0
10490,1,12713,1,3,2,12813,6,10490.0,11.0
10491,1,17855,1,2,2,12818,6,10491.0,195.0
10492,1,8885,1,2,2,12823,6,10492.0,19.0
10493,1,19143,1,2,2,12828,6,10493.0,22.0
10494,1,19894,1,1,2,12833,6,10494.0,366.0
10495,1,20259,1,3,2,12838,6,10495.0,344.0
10496,1,14411,1,2,2,12843,6,10496.0,5.0
10497,1,13485,1,1,2,12848,6,10497.0,287.0
10498,1,18541,1,2,2,12853,6,10498.0,290.0
10499,1,14047,1,1,2,12858,6,10499.0,350.0
10500,1,18128,1,3,2,12863,6,10500.0,303.0
10501,1,17792,1,2,2,12868,6,10501.0,16.0
10502,1,17572,1,2,2,12873,6,10502.0,380.0
10503,1,18691,1,1,2,12878,6,10503.0,190.0
10504,1,14635,1,2,2,12883,6,10504.0,352.0
10505,1,14914,1,1,2,12888,6,10505.0,4.0
10506,1,19886,1,3,2,12893,6,10506.0,265.0
10507,1,16499,1,3,2,12898,6,10507.0,196.0
10508,1,17220,1,3,2,12903,6,10508.0,292.0
10509,1,14433,1,1,2,12908,6,10509.0,365.0
10510,1,17251,1,3,2,12913,6,10510.0,19.0
10511,1,18961,1,2,2,12918,6,10511.0,301.0
10512,1,16945,1,3,2,12923,6,10512.0,2.0
10513,1,12889,1,1,2,12928,6,10513.0,235.0
10514,1,20513,1,2,2,12933,6,10514.0,236.0
10515,1,18470,1,3,2,12938,6,10515.0,5.0
10518,1,17975,1,1,2,12953,6,10518.0,192.0
10519,1,17813,1,3,2,12958,6,10519.0,13.0
10520,1,16868,1,3,2,12963,6,10520.0,543.0
10521,1,15143,1,1,2,12968,6,10521.0,351.0
10522,1,14514,1,1,2,12973,6,10522.0,37.0
10523,1,13602,1,3,2,12978,6,10523.0,253.0
10524,1,13216,1,2,2,12983,6,10524.0,113.0
10525,1,17486,1,1,2,12988,6,10525.0,3.0
10526,1,13330,1,1,2,12993,6,10526.0,207.0
10527,1,18112,1,3,2,12998,6,10527.0,349.0
10528,1,17998,1,2,2,13003,6,10528.0,346.0
10529,1,17383,1,1,2,13008,6,10529.0,371.0
10530,1,10908,1,1,2,13013,6,10530.0,331.0
10531,1,14596,1,2,2,13018,6,10531.0,205.0
10532,1,14515,1,1,2,13023,6,10532.0,8.0
10533,1,15391,1,1,2,13028,6,10533.0,196.0
10534,1,19043,1,2,2,13033,6,10534.0,347.0
10535,1,18137,1,2,2,13038,6,10535.0,207.0
10536,1,9716,1,2,2,13043,6,10536.0,190.0
10537,1,17780,1,1,2,13048,6,10537.0,297.0
10538,1,8972,1,3,2,13053,6,10538.0,16.0
10539,1,14742,1,2,2,13058,6,10539.0,16.0
10540,1,14661,1,3,2,13063,6,10540.0,346.0
10541,1,16986,1,3,2,13068,6,10541.0,189.0
10542,1,14402,1,2,2,13073,6,10542.0,352.0
10543,1,16878,1,2,2,13078,6,10543.0,351.0
10544,1,13020,1,2,2,13083,6,10544.0,2.0
10545,1,11969,1,2,2,13088,6,10545.0,235.0
10547,1,19592,1,2,2,13098,6,10547.0,9.0
10548,1,11406,1,2,2,13103,6,10548.0,340.0
10549,1,19144,1,3,2,13108,6,10549.0,301.0
10550,1,12445,1,3,2,13113,6,10550.0,379.0
10551,1,15217,1,3,2,13118,6,10551.0,379.0
10552,1,14115,1,2,2,13123,6,10552.0,22.0
10553,1,16613,1,2,2,13128,6,10553.0,301.0
10554,1,19748,1,1,2,13133,6,10554.0,296.0
10555,1,19433,1,3,2,13138,6,10555.0,2.0
10556,1,13158,1,1,2,13143,6,10556.0,13.0
10557,1,18279,1,1,2,13148,6,10557.0,305.0
10558,1,20473,1,3,2,13153,6,10558.0,2.0
10559,1,16240,1,3,2,13158,6,10559.0,355.0
10560,1,16589,1,1,2,13163,6,10560.0,291.0
10561,1,18605,1,2,2,13168,6,10561.0,5.0
10562,1,14413,1,1,2,13173,6,10562.0,9.0
10563,1,14243,1,3,2,13178,6,10563.0,245.0
10564,1,16671,1,1,2,13183,6,10564.0,292.0
10565,1,16805,1,2,2,13188,6,10565.0,257.0
10566,1,21172,1,2,2,13193,6,10566.0,275.0
10567,1,15428,1,2,2,13198,6,10567.0,7.0
10568,1,22787,1,3,2,13203,6,10568.0,333.0
10569,1,20030,1,1,2,13208,6,10569.0,192.0
10570,1,14781,1,1,2,13213,6,10570.0,202.0
10572,1,11637,1,1,2,13223,6,10572.0,9.0
10573,1,15547,1,2,2,13228,6,10573.0,22.0
10574,1,12894,1,3,2,13233,6,10574.0,64.0
10575,1,17058,1,2,2,13238,6,10575.0,299.0
10576,1,14770,1,3,2,13243,6,10576.0,336.0
10577,1,13507,1,3,2,13248,6,10577.0,352.0
10578,1,14610,1,1,2,13253,6,10578.0,371.0
10579,1,20436,1,2,2,13258,6,10579.0,331.0
10580,1,14677,1,2,2,13263,6,10580.0,265.0
10581,1,12952,1,3,2,13268,6,10581.0,341.0
10582,1,10736,1,1,2,13273,6,10582.0,351.0
10583,1,15529,1,1,2,13278,6,10583.0,276.0
10584,1,21657,1,2,2,13283,6,10584.0,198.0
10585,1,18008,1,2,2,13288,6,10585.0,191.0
10586,1,21750,1,3,2,13293,6,10586.0,360.0
10587,1,13165,1,3,2,13298,6,10587.0,5.0
10588,1,19151,1,3,2,13303,6,10588.0,191.0
10589,1,13590,1,3,2,13308,6,10589.0,206.0
10590,1,19069,1,3,2,13313,6,10590.0,543.0
10591,1,11094,1,1,2,13318,6,10591.0,202.0
10592,1,10288,1,1,2,13323,6,10592.0,6.0
10593,1,11555,1,1,2,13328,6,10593.0,337.0
10594,1,16586,1,3,2,13333,6,10594.0,275.0
10595,1,16535,1,2,2,13338,6,10595.0,265.0
10596,1,13751,1,3,2,13343,6,10596.0,278.0
10597,1,10435,1,3,2,13348,6,10597.0,15.0
10598,1,15179,1,3,2,13353,6,10598.0,261.0
10599,1,17699,1,3,2,13358,6,10599.0,345.0
10600,1,14429,1,3,2,13363,6,10600.0,206.0
10601,1,12997,1,3,2,13368,6,10601.0,352.0
10602,1,19901,1,1,2,13373,6,10602.0,204.0
10603,1,20435,1,1,2,13378,6,10603.0,349.0
10604,1,18322,1,3,2,13383,6,10604.0,297.0
10605,1,18314,1,2,2,13388,6,10605.0,275.0
10606,1,18284,1,1,2,13393,6,10606.0,297.0
10607,1,16441,1,2,2,13398,6,10607.0,275.0
10608,1,14873,1,1,2,13403,6,10608.0,360.0
10609,1,14079,1,3,2,13408,6,10609.0,257.0
10610,1,15247,1,1,2,13413,6,10610.0,204.0
10611,1,17799,1,1,2,13418,6,10611.0,530.0
10612,1,13806,1,2,2,13423,6,10612.0,5.0
10613,1,12175,1,2,2,13428,6,10613.0,305.0
10614,1,16693,1,1,2,13433,6,10614.0,275.0
10615,1,18469,1,1,2,13438,6,10615.0,3.0
10616,1,20174,1,3,2,13443,6,10616.0,346.0
10617,1,18794,1,3,2,13448,6,10617.0,100.0
10618,1,17522,1,2,2,13453,6,10618.0,344.0
10619,1,16753,1,2,2,13458,6,10619.0,2.0
10620,1,14908,1,2,2,13463,6,10620.0,341.0
10621,1,9043,1,1,2,13468,6,10621.0,193.0
10622,1,16589,1,3,2,13473,6,10622.0,22.0
10623,1,18815,1,1,2,13478,6,10623.0,257.0
10624,1,14916,1,3,2,13483,6,10624.0,9.0
10625,1,18714,1,3,2,13488,6,10625.0,349.0
10626,1,13886,1,1,2,13493,6,10626.0,291.0
10627,1,17747,1,1,2,13498,6,10627.0,30.0
10628,1,14790,1,1,2,13503,6,10628.0,279.0
10629,1,17135,1,1,2,13508,6,10629.0,349.0
10630,1,11816,1,3,2,13513,6,10630.0,371.0
10631,1,19959,1,1,2,13518,6,10631.0,5.0
10632,1,14101,1,3,2,13523,6,10632.0,360.0
10633,1,16365,1,2,2,13528,6,10633.0,278.0
10634,1,16859,1,2,2,13533,6,10634.0,10.0
10635,1,12611,1,2,2,13538,6,10635.0,206.0
10636,1,15892,1,1,2,13543,6,10636.0,201.0
10637,1,18316,1,2,2,13548,6,10637.0,19.0
10638,1,16509,1,3,2,13553,6,10638.0,113.0
10639,1,15230,1,2,2,13558,6,10639.0,352.0
10640,1,21637,1,1,2,13563,6,10640.0,297.0
10641,1,19142,1,3,2,13568,6,10641.0,327.0
10642,1,20596,1,1,2,13573,6,10642.0,530.0
10643,1,10876,1,2,2,13578,6,10643.0,190.0
10644,1,13356,1,1,2,13583,6,10644.0,339.0
10645,1,19761,1,2,2,13588,6,10645.0,2.0
10646,1,15714,1,1,2,13593,6,10646.0,14.0
10647,1,18662,1,2,2,13598,6,10647.0,10.0
10648,1,20697,1,2,2,13603,6,10648.0,198.0
10649,1,11543,1,1,2,13608,6,10649.0,9.0
10651,1,14971,1,2,2,13618,6,10651.0,276.0
10652,1,14505,1,3,2,13623,6,10652.0,265.0
10653,1,16316,1,3,2,13628,6,10653.0,327.0
10654,1,18753,1,2,2,13633,6,10654.0,292.0
10655,1,19918,1,1,2,13638,6,10655.0,198.0
10656,1,12106,1,2,2,13643,6,10656.0,346.0
10657,1,15030,1,3,2,13648,6,10657.0,207.0
10658,1,17516,1,2,2,13653,6,10658.0,290.0
10659,1,13797,1,1,2,13658,6,10659.0,203.0
10660,1,17522,1,3,2,13663,6,10660.0,304.0
10661,1,19843,1,3,2,13668,6,10661.0,2.0
10662,1,17114,1,3,2,13673,6,10662.0,12.0
10663,1,14572,1,2,2,13678,6,10663.0,357.0
10664,1,13994,1,2,2,13683,6,10664.0,265.0
10665,1,16818,1,2,2,13688,6,10665.0,265.0
10666,1,16460,1,2,2,13693,6,10666.0,290.0
10667,1,18362,1,1,2,13698,6,10667.0,379.0
10668,1,17969,1,1,2,13703,6,10668.0,346.0
10669,1,14904,1,2,2,13708,6,10669.0,13.0
10670,1,15518,1,3,2,13713,6,10670.0,253.0
10672,1,13971,1,1,2,13723,6,10672.0,340.0
10673,1,12510,1,3,2,13728,6,10673.0,19.0
10674,1,16268,1,1,2,13733,6,10674.0,296.0
10675,1,16040,1,2,2,13738,6,10675.0,543.0
10676,1,15831,1,1,2,13743,6,10676.0,198.0
10677,1,15039,1,3,2,13748,6,10677.0,340.0
10678,1,19302,1,1,2,13753,6,10678.0,339.0
10679,1,20496,1,1,2,13758,6,10679.0,11.0
10680,1,14772,1,1,2,13763,6,10680.0,257.0
10681,1,9914,1,1,2,13768,6,10681.0,341.0
10682,1,14184,1,3,2,13773,6,10682.0,345.0
10683,1,16761,1,2,2,13778,6,10683.0,331.0
10684,1,18638,1,2,2,13783,6,10684.0,296.0
10685,1,13914,1,1,2,13788,6,10685.0,339.0
10686,1,18403,1,1,2,13793,6,10686.0,345.0
10687,1,18767,1,2,2,13798,6,10687.0,195.0
10688,1,11862,1,2,2,13803,6,10688.0,360.0
10689,1,14660,1,1,2,13808,6,10689.0,292.0
10690,1,14083,1,2,2,13813,6,10690.0,3.0
10691,1,12403,1,2,2,13818,6,10691.0,340.0
10692,1,15268,1,3,2,13823,6,10692.0,102.0
10693,1,12261,1,3,2,13828,6,10693.0,1.0
10694,1,15742,1,1,2,13833,6,10694.0,206.0
10695,1,11600,1,1,2,13838,6,10695.0,304.0
10696,1,18375,1,1,2,13843,6,10696.0,278.0
10697,1,19276,1,1,2,13848,6,10697.0,346.0
10698,1,15177,1,1,2,13853,6,10698.0,26.0
10699,1,13810,1,3,2,13858,6,10699.0,352.0
10700,1,17905,1,1,2,13863,6,10700.0,12.0
10701,1,20138,1,1,2,13868,6,10701.0,265.0
10702,1,18713,1,2,2,13873,6,10702.0,371.0
10703,1,12943,1,2,2,13878,6,10703.0,9.0
10704,1,8982,1,2,2,13883,6,10704.0,2.0
10705,1,15211,1,1,2,13888,6,10705.0,205.0
10706,1,14121,1,1,2,13893,6,10706.0,253.0
10707,1,22108,1,3,2,13898,6,10707.0,7.0
10708,1,15129,1,3,2,13903,6,10708.0,524.0
10709,1,16613,1,1,2,13908,6,10709.0,365.0
10710,1,15779,1,1,2,13913,6,10710.0,22.0
10711,1,18252,1,2,2,13918,6,10711.0,331.0
10712,1,14274,1,1,2,13923,6,10712.0,325.0
10713,1,17734,1,3,2,13928,6,10713.0,301.0
10714,1,13429,1,1,2,13933,6,10714.0,22.0
10715,1,12686,1,3,2,13938,6,10715.0,278.0
10716,1,15408,1,1,2,13943,6,10716.0,13.0
10717,1,15584,1,1,2,13948,6,10717.0,113.0
10719,1,15729,1,2,2,13958,6,10719.0,201.0
10720,1,10132,1,1,2,13963,6,10720.0,278.0
10721,1,15610,1,3,2,13968,6,10721.0,360.0
10722,1,16837,1,2,2,13973,6,10722.0,21.0
10723,1,10179,1,1,2,13978,6,10723.0,352.0
10724,1,14081,1,3,2,13983,6,10724.0,360.0
10725,1,14626,1,2,2,13988,6,10725.0,457.0
10726,1,14364,1,2,2,13993,6,10726.0,201.0
10727,1,12633,1,1,2,13998,6,10727.0,340.0
10728,1,17225,1,1,2,14003,6,10728.0,204.0
10729,1,15673,1,2,2,14008,6,10729.0,19.0
10730,1,19656,1,2,2,14013,6,10730.0,26.0
10731,1,14569,1,1,2,14018,6,10731.0,13.0
10732,1,18268,1,3,2,14023,6,10732.0,203.0
10733,1,14909,1,2,2,14028,6,10733.0,14.0
10734,1,17916,1,2,2,14033,6,10734.0,365.0
10735,1,11460,1,2,2,14038,6,10735.0,8.0
10736,1,16012,1,1,2,14043,6,10736.0,5.0
10737,1,19403,1,3,2,14048,6,10737.0,339.0
10738,1,10918,1,1,2,14053,6,10738.0,12.0
10739,1,13116,1,2,2,14058,6,10739.0,7.0
10740,1,13351,1,2,2,14063,6,10740.0,276.0
10741,1,19408,1,1,2,14068,6,10741.0,189.0
10742,1,17111,1,1,2,14073,6,10742.0,2.0
10743,1,16487,1,3,2,14078,6,10743.0,5.0
10744,1,15842,1,3,2,14083,6,10744.0,4.0
10745,1,14474,1,3,2,14088,6,10745.0,30.0
10746,1,17854,1,3,2,14093,6,10746.0,301.0
10747,1,16748,1,2,2,14098,6,10747.0,17.0
10748,1,9882,1,2,2,14103,6,10748.0,292.0
10749,1,13336,1,2,2,14108,6,10749.0,22.0
10750,1,14053,1,2,2,14113,6,10750.0,339.0
10751,1,18458,1,2,2,14118,6,10751.0,207.0
10752,1,14235,1,2,2,14123,6,10752.0,301.0
10753,1,18920,1,1,2,14128,6,10753.0,374.0
10754,1,21043,1,2,2,14133,6,10754.0,265.0
10755,1,19605,1,3,2,14138,6,10755.0,351.0
10756,1,19369,1,1,2,14143,6,10756.0,276.0
10757,1,11774,1,2,2,14148,6,10757.0,2.0
10758,1,13562,1,1,2,14153,6,10758.0,9.0
10759,1,19530,1,3,2,14158,6,10759.0,340.0
10760,1,20042,1,2,2,14163,6,10760.0,297.0
10761,1,13805,1,1,2,14168,6,10761.0,190.0
10762,1,13857,1,3,2,14173,6,10762.0,292.0
10763,1,12094,1,1,2,14178,6,10763.0,3.0
10764,1,19013,1,3,2,14183,6,10764.0,13.0
10765,1,14231,1,1,2,14188,6,10765.0,296.0
10766,1,14935,1,2,2,14193,6,10766.0,346.0
10767,1,20054,1,1,2,14198,6,10767.0,196.0
10768,1,18620,1,3,2,14203,6,10768.0,365.0
10769,1,16191,1,2,2,14208,6,10769.0,346.0
10770,1,18025,1,1,2,14213,6,10770.0,301.0
10771,1,16870,1,1,2,14218,6,10771.0,198.0
10772,1,13245,1,3,2,14223,6,10772.0,190.0
10773,1,13144,1,1,2,14228,6,10773.0,236.0
10774,1,12044,1,2,2,14233,6,10774.0,276.0
10775,1,18149,1,1,2,14238,6,10775.0,190.0
10776,1,16002,1,1,2,14243,6,10776.0,297.0
10777,1,18830,1,1,2,14248,6,10777.0,279.0
10778,1,20189,1,1,2,14253,6,10778.0,345.0
10779,1,15414,1,1,2,14258,6,10779.0,12.0
10780,1,17721,1,1,2,14263,6,10780.0,296.0
10781,1,18586,1,3,2,14268,6,10781.0,342.0
10782,1,16945,1,3,2,14273,6,10782.0,6.0
10783,1,10145,1,1,2,14278,6,10783.0,207.0
10784,1,19934,1,3,2,14283,6,10784.0,348.0
10785,1,15253,1,2,2,14288,6,10785.0,198.0
10786,1,10697,1,1,2,14293,6,10786.0,204.0
10787,1,14805,1,1,2,14298,6,10787.0,299.0
10788,1,17258,1,2,2,14303,6,10788.0,253.0
10789,1,18439,1,3,2,14308,6,10789.0,206.0
10790,1,15328,1,1,2,14313,6,10790.0,198.0
10791,1,15580,1,3,2,14318,6,10791.0,265.0
10792,1,16084,1,3,2,14323,6,10792.0,286.0
10793,1,16422,1,1,2,14328,6,10793.0,349.0
10794,1,22332,1,2,2,14333,6,10794.0,346.0
10795,1,14530,1,1,2,14338,6,10795.0,276.0
10796,1,18546,1,3,2,14343,6,10796.0,2.0
10797,1,20343,1,3,2,14348,6,10797.0,412.0
10798,1,12713,1,3,2,14353,6,10798.0,198.0
10799,1,9102,1,1,2,14358,6,10799.0,543.0
10800,1,17020,1,2,2,14363,6,10800.0,304.0
10801,1,15563,1,3,2,14368,6,10801.0,303.0
10802,1,17524,1,1,2,14373,6,10802.0,434.0
10803,1,14806,1,1,2,14378,6,10803.0,9.0
10804,1,14835,1,3,2,14383,6,10804.0,206.0
10805,1,14610,1,3,2,14388,6,10805.0,205.0
10806,1,16369,1,3,2,14393,6,10806.0,290.0
10807,1,15171,1,1,2,14398,6,10807.0,190.0
10808,1,9078,1,2,2,14403,6,10808.0,360.0
10809,1,14467,1,1,2,14408,6,10809.0,352.0
10810,1,16351,1,1,2,14413,6,10810.0,9.0
10811,1,18987,1,3,2,14418,6,10811.0,365.0
10812,1,17204,1,2,2,14423,6,10812.0,56.0
10813,1,15210,1,3,2,14428,6,10813.0,357.0
10814,1,11984,1,3,2,14433,6,10814.0,17.0
10815,1,12242,1,2,2,14438,6,10815.0,360.0
10816,1,17016,1,1,2,14443,6,10816.0,275.0
10818,1,14806,1,1,2,14453,6,10818.0,8.0
10819,1,15764,1,2,2,14458,6,10819.0,10.0
10820,1,15719,1,2,2,14463,6,10820.0,190.0
10821,1,14170,1,1,2,14468,6,10821.0,190.0
10822,1,17024,1,2,2,14473,6,10822.0,374.0
10823,1,13738,1,1,2,14478,6,10823.0,9.0
10824,1,16544,1,1,2,14483,6,10824.0,345.0
10825,1,16772,1,2,2,14488,6,10825.0,275.0
10826,1,14653,1,3,2,14493,6,10826.0,9.0
10827,1,14859,1,1,2,14498,6,10827.0,5.0
10828,1,18839,1,2,2,14503,6,10828.0,276.0
10829,1,14852,1,1,2,14508,6,10829.0,265.0
10830,1,12044,1,2,2,14513,6,10830.0,377.0
10831,1,14955,1,2,2,14518,6,10831.0,17.0
10832,1,17703,1,1,2,14523,6,10832.0,349.0
10833,1,13467,1,2,2,14528,6,10833.0,2.0
10834,1,16801,1,3,2,14533,6,10834.0,5.0
10835,1,11573,1,1,2,14538,6,10835.0,207.0
10836,1,15134,1,1,2,14543,6,10836.0,14.0
10837,1,14761,1,2,2,14548,6,10837.0,274.0
10838,1,14426,1,2,2,14553,6,10838.0,205.0
10839,1,16130,1,2,2,14558,6,10839.0,3.0
