,person_id,household_id,age,PNUM,sex,pemploy,pstudent,ptype,school_zone_id,workplace_zone_id,free_parking_at_work,cdap_activity,mandatory_tour_frequency,alternatives_id
59,27164,27164,44,1,1,3,3,4,-1,-1,False,N,,9
60,27181,27181,61,1,1,3,3,4,-1,-1,False,N,,13
61,27199,27199,52,1,2,3,3,4,-1,-1,False,N,,1
62,27236,27236,64,1,1,3,3,4,-1,-1,False,N,,1
63,27260,27260,25,1,2,3,2,3,14,-1,False,M,school1,0
64,27271,27271,50,1,2,3,3,4,-1,-1,False,N,,7
65,27369,27369,27,1,1,3,2,3,9,-1,False,M,school1,0
66,27377,27377,49,1,1,3,3,4,-1,-1,False,H,,0
67,27397,27397,29,1,2,3,3,4,-1,-1,False,N,,9
68,27415,27415,35,1,1,3,3,4,-1,-1,False,N,,9
69,27416,27416,32,1,1,3,3,4,-1,-1,False,N,,1
70,27482,27482,52,1,1,3,3,4,-1,-1,False,N,,3
71,27547,27547,47,1,1,3,3,4,-1,-1,False,N,,3
72,27551,27551,40,1,1,3,3,4,-1,-1,False,N,,9
73,27569,27569,58,1,1,3,3,4,-1,-1,False,N,,1
74,27650,27650,51,1,1,3,3,4,-1,-1,False,N,,3
75,27659,27659,63,1,1,3,3,4,-1,-1,False,H,,0
76,27668,27668,57,1,1,3,3,4,-1,-1,False,N,,13
77,27670,27670,49,1,1,3,3,4,-1,-1,False,N,,8
78,27705,27705,30,1,2,3,3,4,-1,-1,False,N,,2
79,27721,27721,60,1,1,3,3,4,-1,-1,False,H,,0
80,27726,27726,52,1,1,3,3,4,-1,-1,False,N,,9
81,27740,27740,43,1,1,3,3,4,-1,-1,False,N,,1
82,27748,27748,57,1,2,3,3,4,-1,-1,False,H,,0
83,27757,27757,36,1,1,3,3,4,-1,-1,False,H,,0
84,27767,27767,55,1,1,3,3,4,-1,-1,False,H,,0
85,27809,27809,39,1,1,3,3,4,-1,-1,False,H,,0
86,27816,27816,52,1,1,3,3,4,-1,-1,False,N,,9
87,27827,27827,55,1,1,3,3,4,-1,-1,False,N,,9
88,27847,27847,31,1,1,3,3,4,-1,-1,False,N,,5
89,27878,27878,64,1,1,3,3,4,-1,-1,False,N,,1
90,27953,27953,63,1,1,3,3,4,-1,-1,False,H,,0
91,28025,28025,48,1,1,3,3,4,-1,-1,False,N,,2
92,28036,28036,61,1,2,3,3,4,-1,-1,False,N,,17
93,28041,28041,55,1,1,3,3,4,-1,-1,False,N,,1
94,28042,28042,54,1,1,3,3,4,-1,-1,False,N,,10
95,28068,28068,63,1,2,3,3,4,-1,-1,False,H,,0
96,28136,28136,60,1,1,3,3,4,-1,-1,False,N,,18
97,28144,28144,55,1,1,3,3,4,-1,-1,False,H,,0
98,28170,28170,42,1,1,3,3,4,-1,-1,False,N,,3
99,28177,28177,33,1,1,3,3,4,-1,-1,False,H,,0
100,28235,28235,58,1,1,3,2,3,12,-1,False,H,,0
101,28298,28298,40,1,2,3,3,4,-1,-1,False,N,,7
102,28363,28363,40,1,1,3,2,3,9,-1,False,M,school1,25
103,28380,28380,30,1,2,3,3,4,-1,-1,False,N,,1
104,28420,28420,45,1,1,3,3,4,-1,-1,False,N,,9
105,28455,28455,49,1,1,3,3,4,-1,-1,False,H,,0
106,28475,28475,50,1,1,3,3,4,-1,-1,False,N,,7
107,28489,28489,53,1,1,3,3,4,-1,-1,False,N,,7
108,28510,28510,48,1,1,3,3,4,-1,-1,False,N,,17
109,28541,28541,34,1,1,3,3,4,-1,-1,False,N,,25
110,28555,28555,50,1,1,3,3,4,-1,-1,False,N,,7
111,28649,28649,57,1,1,3,3,4,-1,-1,False,N,,3
112,28650,28650,48,1,1,3,3,4,-1,-1,False,N,,2
113,28694,28694,19,1,2,3,3,4,-1,-1,False,N,,7
114,28757,28757,51,1,2,3,3,4,-1,-1,False,N,,61
115,28766,28766,61,1,1,3,3,4,-1,-1,False,N,,5
116,28794,28794,40,1,1,3,3,4,-1,-1,False,H,,0
117,28856,28856,49,1,1,3,3,4,-1,-1,False,N,,9
118,28913,28913,51,1,1,3,3,4,-1,-1,False,N,,3
119,28927,28927,60,1,1,3,3,4,-1,-1,False,H,,0
120,28936,28936,24,1,2,3,2,3,14,-1,False,M,school1,0
121,28939,28939,25,1,2,3,2,3,13,-1,False,N,,20
122,28941,28941,42,1,1,3,3,4,-1,-1,False,N,,7
123,28950,28950,56,1,1,3,3,4,-1,-1,False,N,,5
124,28987,28987,51,1,2,3,3,4,-1,-1,False,N,,3
125,29004,29004,20,1,2,3,3,4,-1,-1,False,N,,9
126,29024,29024,47,1,1,3,2,3,13,-1,False,M,school1,0
127,29055,29055,59,1,2,3,3,4,-1,-1,False,H,,0
128,29121,29121,48,1,1,3,3,4,-1,-1,False,N,,1
129,29127,29127,39,1,2,3,3,4,-1,-1,False,N,,9
130,29135,29135,62,1,1,3,3,4,-1,-1,False,N,,9
131,29143,29143,51,1,1,3,3,4,-1,-1,False,N,,64
132,29152,29152,60,1,1,3,3,4,-1,-1,False,H,,0
133,29158,29158,30,1,1,3,3,4,-1,-1,False,N,,9
134,29167,29167,39,1,1,3,3,4,-1,-1,False,N,,7
135,29212,29212,57,1,2,3,3,4,-1,-1,False,N,,1
136,29269,29269,61,1,1,3,3,4,-1,-1,False,N,,1
137,29292,29292,34,1,1,3,3,4,-1,-1,False,N,,13
138,29293,29293,27,1,1,3,3,4,-1,-1,False,N,,7
139,29329,29329,23,1,1,3,3,4,-1,-1,False,N,,3
140,29331,29331,19,1,2,3,3,4,-1,-1,False,N,,9
141,29346,29346,34,1,1,3,3,4,-1,-1,False,N,,1
142,29360,29360,29,1,1,3,2,3,13,-1,False,N,,9
143,29371,29371,38,1,1,3,3,4,-1,-1,False,H,,0
144,29441,29441,24,1,2,3,2,3,13,-1,False,M,school1,0
145,29472,29472,61,1,2,3,3,4,-1,-1,False,N,,21
146,29477,29477,60,1,1,3,3,4,-1,-1,False,N,,13
147,29511,29511,21,1,2,3,2,3,13,-1,False,M,school1,0
148,29531,29531,39,1,1,3,3,4,-1,-1,False,N,,7
149,29540,29540,27,1,2,3,3,4,-1,-1,False,N,,7
150,29565,29565,55,1,1,3,3,4,-1,-1,False,N,,1
151,29589,29589,31,1,2,3,3,4,-1,-1,False,N,,1
152,29602,29602,55,1,1,3,3,4,-1,-1,False,N,,22
153,29606,29606,51,1,1,3,3,4,-1,-1,False,N,,9
154,29620,29620,47,1,1,3,3,4,-1,-1,False,N,,56
155,29625,29625,61,1,1,3,3,4,-1,-1,False,N,,7
156,29658,29658,48,1,1,3,3,4,-1,-1,False,N,,7
157,29814,29814,45,1,1,3,3,4,-1,-1,False,N,,7
158,29825,29825,61,1,1,3,3,4,-1,-1,False,N,,2
159,29897,29897,58,1,1,3,2,3,14,-1,False,M,school1,0
160,29911,29911,58,1,1,3,3,4,-1,-1,False,N,,68
161,29920,29920,55,1,2,3,3,4,-1,-1,False,N,,7
162,29929,29929,31,1,1,3,3,4,-1,-1,False,H,,0
163,29934,29934,48,1,1,3,3,4,-1,-1,False,N,,13
164,29939,29939,52,1,2,3,3,4,-1,-1,False,N,,14
165,29949,29949,58,1,1,3,3,4,-1,-1,False,H,,0
166,30017,30017,35,1,1,3,3,4,-1,-1,False,N,,9
167,30051,30051,40,1,2,3,3,4,-1,-1,False,N,,69
168,30069,30069,64,1,1,3,2,3,12,-1,False,N,,20
169,30072,30072,32,1,1,3,3,4,-1,-1,False,N,,7
170,107594,107594,55,1,1,2,3,2,-1,1,False,M,work1,0
171,107628,107628,42,1,1,2,3,2,-1,6,False,N,,3
172,107631,107631,26,1,2,2,2,3,13,2,False,M,work1,0
173,107640,107640,40,1,1,1,3,1,-1,2,False,M,work1,0
174,107647,107647,37,1,1,1,3,1,-1,24,False,M,work1,0
175,107659,107659,27,1,1,1,3,1,-1,4,False,M,work1,26
176,107671,107671,33,1,2,1,3,1,-1,10,False,M,work1,3
177,107716,107716,35,1,1,2,3,2,-1,22,False,N,,13
178,107735,107735,30,1,1,1,3,1,-1,8,False,M,work1,0
179,107742,107742,22,1,1,2,3,2,-1,1,False,M,work1,0
180,107747,107747,52,1,1,1,3,1,-1,16,False,H,,0
181,107760,107760,42,1,1,1,3,1,-1,11,False,M,work1,3
182,107784,107784,29,1,1,1,3,1,-1,13,False,M,work1,0
183,107848,107848,28,1,1,1,3,1,-1,7,False,M,work1,9
184,107857,107857,31,1,1,2,3,2,-1,5,False,M,work1,1
185,107894,107894,24,1,2,1,3,1,-1,11,False,M,work1,0
186,107971,107971,45,1,1,1,3,1,-1,15,False,M,work1,0
187,108041,108041,45,1,2,2,3,2,-1,14,False,N,,11
188,108048,108048,53,1,1,2,3,2,-1,19,False,M,work1,0
189,108054,108054,30,1,1,2,3,2,-1,4,False,M,work1,10
190,108129,108129,21,1,2,1,3,1,-1,2,False,M,work2,0
191,108149,108149,37,1,1,1,3,1,-1,13,False,M,work1,9
192,108150,108150,61,1,1,1,3,1,-1,11,False,M,work1,0
193,108210,108210,51,1,2,1,3,1,-1,4,False,M,work1,0
194,108211,108211,46,1,1,2,3,2,-1,11,False,N,,10
195,108228,108228,25,1,1,2,3,2,-1,4,False,M,work1,0
196,108276,108276,36,1,2,1,3,1,-1,21,False,M,work1,0
197,108300,108300,30,1,2,1,3,1,-1,22,False,M,work1,0
198,108319,108319,22,1,2,1,3,1,-1,9,False,M,work1,0
199,108415,108415,30,1,2,2,3,2,-1,16,False,N,,3
200,108562,108562,62,1,2,2,3,2,-1,16,False,M,work1,0
201,108594,108594,21,1,2,1,3,1,-1,2,False,M,work1,0
202,108614,108614,39,1,1,2,3,2,-1,17,False,M,work1,0
203,108697,108697,26,1,1,1,3,1,-1,4,False,M,work1,0
204,108714,108714,41,1,2,2,3,2,-1,1,False,M,work1,0
205,108721,108721,19,1,2,1,3,1,-1,5,False,M,work1,0
206,108728,108728,26,1,2,2,2,3,13,2,False,M,work1,0
207,108798,108798,48,1,1,2,3,2,-1,9,False,M,work1,0
208,108806,108806,62,1,1,1,3,1,-1,2,False,H,,0
209,108814,108814,58,1,1,2,3,2,-1,9,False,H,,0
210,108855,108855,26,1,1,1,3,1,-1,1,False,M,work1,0
211,108863,108863,39,1,2,1,3,1,-1,14,False,M,work1,0
212,108917,108917,62,1,2,2,3,2,-1,14,False,M,work1,0
213,108928,108928,60,1,1,1,3,1,-1,15,False,M,work2,0
214,108985,108985,40,1,1,1,3,1,-1,16,False,M,work1,7
215,109043,109043,29,1,2,2,3,2,-1,2,False,M,work1,7
216,109081,109081,35,1,1,2,3,2,-1,9,False,M,work1,0
217,109137,109137,63,1,1,1,3,1,-1,2,False,M,work2,0
218,109231,109231,22,1,1,2,3,2,-1,2,False,M,work1,0
219,109237,109237,53,1,1,1,3,1,-1,7,False,M,work1,0
220,109260,109260,30,1,2,2,3,2,-1,5,False,M,work1,0
221,109266,109266,46,1,1,2,3,2,-1,2,False,M,work1,0
222,109310,109310,61,1,1,1,3,1,-1,4,False,M,work1,0
223,109312,109312,44,1,1,1,3,1,-1,9,False,M,work1,0
224,109335,109335,40,1,1,1,3,1,-1,7,False,M,work1,0
225,109374,109374,43,1,1,1,3,1,-1,9,False,M,work1,0
226,109409,109409,39,1,1,2,3,2,-1,1,False,M,work1,0
227,109427,109427,59,1,1,1,3,1,-1,15,False,M,work1,0
228,109432,109432,36,1,1,1,3,1,-1,1,False,M,work1,29
229,109465,109465,55,1,1,2,3,2,-1,10,False,N,,14
230,109481,109481,35,1,1,2,3,2,-1,12,False,M,work1,0
231,109491,109491,56,1,1,1,3,1,-1,11,False,M,work1,0
232,109494,109494,30,1,1,2,3,2,-1,21,False,H,,0
233,109497,109497,50,1,1,1,3,1,-1,22,False,N,,7
234,109513,109513,35,1,1,2,3,2,-1,20,False,M,work1,17
235,109521,109521,19,1,2,1,3,1,-1,9,False,N,,69
236,109529,109529,37,1,1,1,3,1,-1,24,False,M,work2,0
237,109530,109530,41,1,1,1,3,1,-1,2,False,N,,3
238,109573,109573,50,1,1,2,3,2,-1,2,False,H,,0
239,109580,109580,55,1,1,1,3,1,-1,14,False,M,work1,0
240,109597,109597,55,1,2,2,3,2,-1,9,True,N,,9
241,109598,109598,28,1,1,2,3,2,-1,16,False,N,,10
242,109619,109619,39,1,1,2,3,2,-1,16,False,M,work1,0
243,109660,109660,38,1,1,1,3,1,-1,13,False,M,work1,0
244,109676,109676,27,1,1,1,3,1,-1,12,False,H,,0
245,109683,109683,26,1,1,1,3,1,-1,1,False,M,work1,3
246,109709,109709,61,1,2,2,3,2,-1,11,False,H,,0
247,109731,109731,27,1,2,1,3,1,-1,23,False,M,work1,0
248,109766,109766,35,1,1,2,3,2,-1,7,False,M,work1,0
249,109771,109771,31,1,1,1,3,1,-1,20,False,M,work1,0
250,109797,109797,59,1,2,1,3,1,-1,4,False,M,work1,0
251,109805,109805,33,1,1,1,3,1,-1,5,False,H,,0
252,109810,109810,22,1,1,2,3,2,-1,16,False,H,,0
253,109853,109853,46,1,2,2,3,2,-1,1,False,M,work1,0
254,109972,109972,39,1,1,2,2,3,12,14,False,M,work1,0
255,109973,109973,40,1,1,1,3,1,-1,16,False,H,,0
256,109976,109976,26,1,1,1,3,1,-1,5,False,M,work1,0
257,109986,109986,40,1,1,1,3,1,-1,5,False,M,work1,0
258,110028,110028,42,1,1,2,2,3,10,8,False,M,work1,0
259,110060,110060,56,1,1,1,3,1,-1,8,False,N,,56
260,110066,110066,34,1,2,1,3,1,-1,2,False,M,work1,0
261,110073,110073,28,1,1,1,3,1,-1,11,False,M,work1,0
262,110193,110193,26,1,2,2,3,2,-1,11,False,H,,0
263,110212,110212,48,1,2,2,3,2,-1,16,True,M,work1,0
264,110229,110229,25,1,1,2,2,3,14,24,False,M,work1,0
265,110258,110258,23,1,1,1,3,1,-1,2,False,M,work1,0
266,110281,110281,45,1,2,2,3,2,-1,13,False,M,work1,3
267,110301,110301,40,1,1,1,3,1,-1,22,False,H,,0
268,110302,110302,37,1,2,1,3,1,-1,13,False,M,work1,9
269,110318,110318,41,1,2,2,3,2,-1,13,False,M,work1,0
270,110396,110396,21,1,2,2,3,2,-1,1,False,M,work1,0
271,110401,110401,40,1,2,1,3,1,-1,13,False,M,work1,0
272,110402,110402,21,1,2,2,3,2,-1,15,False,N,,25
273,110403,110403,34,1,1,1,3,1,-1,14,False,M,work1,0
274,110458,110458,50,1,1,1,3,1,-1,13,False,N,,40
275,110663,110663,33,1,1,2,3,2,-1,24,False,M,work1,0
276,110675,110675,30,1,1,2,3,2,-1,19,False,H,,0
277,110688,110688,28,1,1,1,3,1,-1,22,False,M,work1,0
278,110697,110697,34,1,1,2,3,2,-1,14,False,M,work1,0
279,110711,110711,41,1,1,1,3,1,-1,13,False,M,work1,0
280,110724,110724,50,1,1,2,3,2,-1,14,False,H,,0
281,110730,110730,28,1,1,1,3,1,-1,2,False,M,work1,0
282,110742,110742,22,1,1,2,3,2,-1,4,False,M,work1,0
283,110817,110817,49,1,1,2,3,2,-1,12,False,N,,5
284,110847,110847,62,1,1,1,3,1,-1,13,False,M,work1,10
285,110938,110938,59,1,1,1,3,1,-1,16,False,M,work1,0
286,110946,110946,38,1,1,2,3,2,-1,2,False,M,work1,0
287,110950,110950,42,1,1,2,2,3,13,11,False,M,work1,0
288,111014,111014,48,1,2,2,3,2,-1,24,False,N,,42
289,111022,111022,56,1,1,1,3,1,-1,11,False,M,work1,0
290,111040,111040,44,1,2,1,3,1,-1,10,False,M,work1,0
291,111108,111108,28,1,1,1,3,1,-1,12,False,M,work1,0
292,111163,111163,44,1,1,2,3,2,-1,5,False,M,work1,0
293,111212,111212,19,1,2,1,3,1,-1,12,False,M,work1,0
294,111221,111221,55,1,1,1,3,1,-1,9,False,M,work1,0
295,111272,111272,40,1,2,1,3,1,-1,18,False,M,work1,0
296,111282,111282,27,1,1,2,2,3,9,13,False,N,,9
297,111320,111320,37,1,1,1,3,1,-1,22,False,M,work1,0
298,111336,111336,24,1,2,1,3,1,-1,2,False,M,work1,0
299,111378,111378,30,1,1,2,3,2,-1,17,False,H,,0
300,111387,111387,47,1,1,1,3,1,-1,8,False,H,,0
301,111390,111390,23,1,1,1,3,1,-1,1,False,M,work1,0
302,111402,111402,21,1,2,2,3,2,-1,2,False,M,work1,0
303,111487,111487,25,1,2,2,3,2,-1,12,False,M,work1,0
304,111537,111537,34,1,1,2,3,2,-1,17,False,M,work1,0
305,111614,111614,26,1,1,1,3,1,-1,1,True,M,work1,0
306,111627,111627,52,1,1,1,3,1,-1,16,False,M,work1,0
307,111660,111660,51,1,1,2,3,2,-1,18,False,M,work1,7
308,111676,111676,55,1,1,2,3,2,-1,3,False,H,,0
309,111700,111700,42,1,1,1,3,1,-1,10,False,N,,42
310,111716,111716,42,1,1,2,3,2,-1,12,False,M,work1,30
311,111758,111758,26,1,1,1,3,1,-1,16,False,M,work1,0
312,111809,111809,56,1,2,1,3,1,-1,4,False,M,work1,0
313,111829,111829,26,1,2,2,2,3,13,14,False,M,work1,9
314,111841,111841,58,1,1,2,3,2,-1,11,False,M,work1,0
315,111936,111936,30,1,1,2,3,2,-1,7,False,M,work1,0
316,111956,111956,43,1,1,1,3,1,-1,4,False,N,,2
317,111973,111973,47,1,1,1,3,1,-1,10,False,M,work1,0
318,111983,111983,35,1,2,2,2,3,12,1,False,N,,20
319,111992,111992,27,1,2,2,3,2,-1,22,False,N,,7
320,112014,112014,40,1,1,1,3,1,-1,14,False,M,work1,0
321,112025,112025,42,1,1,1,3,1,-1,16,False,N,,10
322,112064,112064,48,1,2,2,3,2,-1,21,False,N,,2
323,112080,112080,51,1,1,2,3,2,-1,14,False,M,work1,7
324,112094,112094,29,1,2,2,3,2,-1,14,False,M,work1,0
325,112125,112125,46,1,2,2,3,2,-1,16,False,M,work1,56
326,112141,112141,49,1,2,2,3,2,-1,12,False,M,work1,0
327,112143,112143,41,1,1,2,3,2,-1,1,False,M,work1,0
328,112196,112196,36,1,1,1,3,1,-1,19,False,M,work1,9
329,112238,112238,51,1,1,2,3,2,-1,16,False,M,work1,0
330,112302,112302,39,1,1,2,2,3,12,7,False,M,work_and_school,0
331,112305,112305,37,1,1,1,3,1,-1,4,False,M,work1,0
332,112323,112323,27,1,1,1,3,1,-1,22,False,M,work1,0
333,112340,112340,40,1,2,1,3,1,-1,5,False,M,work1,0
334,112345,112345,33,1,1,1,3,1,-1,5,False,N,,9
335,112346,112346,28,1,1,1,3,1,-1,1,False,H,,0
336,112348,112348,37,1,1,1,3,1,-1,2,False,M,work1,0
337,112477,112477,38,1,2,2,3,2,-1,5,False,N,,31
338,112490,112490,55,1,1,1,3,1,-1,12,False,M,work1,25
339,112491,112491,33,1,1,2,3,2,-1,5,False,H,,0
340,112497,112497,56,1,2,1,3,1,-1,17,False,M,work1,0
341,112502,112502,35,1,1,2,3,2,-1,16,False,N,,17
342,112519,112519,37,1,1,1,3,1,-1,16,False,M,work1,0
343,112535,112535,25,1,2,1,3,1,-1,22,False,H,,0
344,112541,112541,28,1,2,1,3,1,-1,22,False,M,work1,0
345,112548,112548,21,1,2,1,3,1,-1,16,False,N,,7
346,112561,112561,44,1,1,1,3,1,-1,5,False,M,work1,29
347,112575,112575,52,1,1,1,3,1,-1,2,False,M,work1,0
348,112584,112584,24,1,2,1,3,1,-1,1,False,M,work1,0
349,112700,112700,56,1,1,1,3,1,-1,15,False,M,work1,0
350,112756,112756,39,1,1,2,2,3,9,1,False,N,,42
351,112771,112771,60,1,1,1,3,1,-1,21,False,M,work1,0
352,112775,112775,27,1,2,2,3,2,-1,13,False,M,work1,9
353,112823,112823,25,1,1,2,2,3,9,4,False,N,,69
354,112854,112854,31,1,1,1,3,1,-1,16,False,M,work1,0
355,112906,112906,58,1,1,1,3,1,-1,19,False,H,,0
356,112911,112911,46,1,1,2,3,2,-1,9,False,M,work1,0
357,112941,112941,60,1,1,1,3,1,-1,22,False,M,work1,0
358,112959,112959,35,1,1,2,3,2,-1,21,False,M,work1,1
359,112988,112988,39,1,2,1,3,1,-1,16,False,M,work1,0
360,113003,113003,28,1,1,2,3,2,-1,2,False,M,work1,0
361,113028,113028,32,1,2,1,3,1,-1,4,False,M,work1,0
362,113065,113065,53,1,1,1,3,1,-1,14,False,M,work1,0
363,113071,113071,25,1,1,2,3,2,-1,14,False,N,,21
364,113120,113120,37,1,2,2,3,2,-1,13,False,M,work1,0
365,113157,113157,55,1,1,2,3,2,-1,7,False,M,work1,0
366,113159,113159,52,1,2,1,3,1,-1,5,False,N,,7
367,212287,200959,52,1,2,3,3,4,-1,-1,False,H,,0
368,212288,200959,66,2,1,3,3,5,-1,-1,False,H,,0
369,212299,200965,61,1,2,3,3,4,-1,-1,False,N,,7
370,212300,200965,34,2,1,3,2,3,12,-1,False,N,,25
371,212377,201004,21,1,1,3,2,3,9,-1,False,M,school1,0
372,212378,201004,20,2,1,3,2,3,9,-1,False,M,school1,0
373,212389,201010,32,1,1,3,2,3,12,-1,False,M,school1,0
374,212390,201010,28,2,2,3,2,3,13,-1,False,M,school1,0
375,212549,201090,21,1,1,3,2,3,13,-1,False,M,school1,0
376,212550,201090,23,2,1,3,2,3,13,-1,False,M,school1,0
377,212629,201130,32,1,1,3,2,3,9,-1,False,M,school1,0
378,212630,201130,28,2,2,3,2,3,12,-1,False,M,school1,0
379,212685,201158,37,1,2,3,2,3,12,-1,False,M,school1,0
380,212686,201158,39,2,1,3,3,4,-1,-1,False,N,,7
381,212743,201187,21,1,1,3,2,3,9,-1,False,M,school1,0
382,212744,201187,20,2,1,3,2,3,12,-1,False,M,school1,0
383,212771,201201,36,1,2,3,3,4,-1,-1,False,H,,0
384,212772,201201,41,2,1,3,3,4,-1,-1,False,N,,9
385,212815,201223,47,1,1,3,3,4,-1,-1,False,N,,9
386,212816,201223,35,2,2,3,3,4,-1,-1,False,N,,5
387,212905,201268,25,1,1,3,2,3,10,-1,False,N,,0
388,212906,201268,27,2,2,3,2,3,13,-1,False,N,,0
389,213027,201329,32,1,1,3,3,4,-1,-1,False,N,,9
390,213028,201329,27,2,2,3,3,4,-1,-1,False,N,,56
391,213107,201369,52,1,2,3,3,4,-1,-1,False,N,,13
392,213108,201369,66,2,1,3,3,5,-1,-1,False,N,,7
393,213109,201370,45,1,2,3,3,4,-1,-1,False,N,,21
394,213110,201370,18,2,1,3,1,6,13,-1,False,H,,0
395,213129,201380,63,1,1,3,3,4,-1,-1,False,H,,0
396,213130,201380,54,2,2,3,3,4,-1,-1,False,N,,1
397,263919,226775,22,1,1,2,3,2,-1,1,False,M,work1,0
398,263920,226775,22,2,2,3,2,3,9,-1,False,M,school1,0
399,263941,226786,22,1,1,2,3,2,-1,2,False,M,work1,0
400,263942,226786,22,2,2,3,2,3,9,-1,False,M,school1,0
401,263969,226800,31,1,1,3,3,4,-1,-1,False,N,,0
402,263970,226800,23,2,1,2,2,3,12,1,False,M,work1,0
403,263991,226811,60,1,2,2,3,2,-1,12,False,M,work1,0
404,263992,226811,30,2,1,3,3,4,-1,-1,False,H,,0
405,264013,226822,49,1,2,1,3,1,-1,14,False,M,work1,0
406,264014,226822,58,2,1,3,3,4,-1,-1,False,N,,1
407,264035,226833,45,1,1,1,3,1,-1,15,False,M,work1,0
408,264036,226833,28,2,2,3,3,4,-1,-1,False,N,,5
409,264107,226869,28,1,1,2,3,2,-1,24,False,M,work1,0
410,264108,226869,27,2,2,3,3,4,-1,-1,False,N,,9
411,264119,226875,22,1,1,2,3,2,-1,2,False,M,work1,0
412,264120,226875,22,2,2,3,2,3,10,-1,False,M,school1,0
413,264127,226879,30,1,1,1,3,1,-1,2,False,M,work1,0
414,264128,226879,70,2,2,3,3,5,-1,-1,False,N,,9
